surv,num,modeid,modechos,choiflag,frstpref,rankpref,freq,excpt,timev,timew,apd,op,opb,opw,opc,f1gensvc,f2convac,f3psych,bwlk,stop,trpurpos,age,sex,drivlic,married,famsize,ncars,educ,lres,work,income,ptevop,congevop,freq1,freq2,freqk,busseat,bstdt,cost,nmisop
235,171,1,0,1,0,1,0,-0.507,-9,0,0,-2.1069,-2.1069,0,0,-0.8182,-1.2978,-2.1792,1.5,2,1,1,2,1,2,4,2,4,2,4,1,3,2,0,0,0,-9,1,-0.3,0
235,171,2,1,1,1,3,5,-0.131,0,10,0,0.7238,0,0.7238,0,-1.1622,-0.2198,-0.9058,0,2,1,1,2,1,2,4,2,4,2,4,1,3,2,0,0,0,0,0,1,0
235,171,3,0,1,0,2,2,0.759,3,0,0.5,0.0688,0,0,0.0688,1.548,0.3964,-1.6441,0,2,1,1,2,1,2,4,2,4,2,4,1,3,2,0,0,0,0,0,-0.9,0
236,172,1,1,1,0,2,22,0.998,30,0,0,0.5292,0.5292,0,0,0.243,1.0287,2.9162,0.5,2,2,6,1,1,1,2,1,7,5,2,5,1,4,1,1,2,10,1,3.1,0
236,172,2,0,1,0,1,0,0.632,0,-9,0,-1.2121,0,-1.2121,0,-2.6938,3.0681,1.0798,0,2,2,6,1,1,1,2,1,7,5,2,5,1,4,0,0,0,0,0,3.1,0
236,172,3,0,1,1,3,12,0.69,9,0,0.5,-1.1226,0,0,-1.1226,0.0611,2.1757,1.3468,0,2,2,6,1,1,1,2,1,7,5,2,5,1,4,0,0,0,0,0,-1.1,0
237,173,1,0,1,0,1,0,0.163,30,0,0,0.8026,0.8026,0,0,-0.6323,-0.2693,0.815,0.5,1,5,3,1,1,1,4,1,7,3,1,4,3,3,1,1,2,9,1,-0.9,0
237,173,2,0,1,0,2,0,-0.018,0,45,0,0.3019,0,0.3019,0,-1.7397,0.9641,0.9674,0,1,5,3,1,1,1,4,1,7,3,1,4,3,3,0,0,0,0,0,-1.7,0
237,173,3,1,1,1,3,9,0.688,10,0,0.5,0.3128,0,0,0.3128,0.8502,0.3592,-0.3316,0,1,5,3,1,1,1,4,1,7,3,1,4,3,3,0,0,0,0,0,-0.9,0
238,174,1,0,1,0,1,0,0.3,4,0,0,-0.5126,-0.5126,0,0,0.1727,-0.3903,-0.4075,0.5,2,1,2,2,1,2,2,1,4,2,4,1,3,4,0,0,0,8,1,0.6,0
238,174,2,1,1,0,2,14,0.684,0,8,0,0.7423,0,0.7423,0,0.4522,0.9213,-0.4429,0,2,1,2,2,1,2,2,1,4,2,4,1,3,4,0,0,0,0,0,1.4,0
238,174,3,0,1,1,3,7,0.641,4,0,0.5,1.632,0,0,1.632,1.0412,-0.2616,-0.1097,0,2,1,2,2,1,2,2,1,4,2,4,1,3,4,0,0,0,0,0,0.6,0
240,175,1,0,1,0,2,1,0.346,20,0,0,1.9001,1.9001,0,0,0.1172,-0.5287,0.7123,3,2,1,4,2,1,1,5,2,3,5,3,3,3,4,1,1,2,10,1,0.5,1
240,175,2,0,1,0,1,0,0.199,0,30,0,0.2814,0,0.2814,0,-0.3316,-0.0599,-0.2126,0,2,1,4,2,1,1,5,2,3,5,3,3,3,4,0,0,0,0,0,1.2,1
240,175,3,1,1,1,3,5,0.835,10,0,0.5,0.2848,0,0,0.2848,1.106,0.4736,-0.6355,0,2,1,4,2,1,1,5,2,3,5,3,3,3,4,0,0,0,0,0,0.5,1
241,176,1,0,1,0,1,1,0.392,15,0,0,0.5663,0.5663,0,0,-0.0174,-0.0211,0.1739,1.5,1,1,2,1,1,1,2,1,5,3,1,1,2,0,1,1,2,10,1,1.3,0
241,176,2,0,1,0,2,3,0.547,0,15,0,0.3779,0,0.3779,0,0.5326,0.8791,-0.4647,0,1,1,2,1,1,1,2,1,5,3,1,1,2,0,0,0,0,0,0,1.3,0
241,176,3,1,1,1,3,15,0.5,5,0,0.5,0.0995,0,0,0.0995,0.7415,0.8599,-1.1271,0,1,1,2,1,1,1,2,1,5,3,1,1,2,0,0,0,0,0,0,-0.7,0
243,177,1,0,1,0,2,12,0.591,17,0,0,1.256,1.256,0,0,0.4651,-0.0265,0.136,3,2,2,1,2,2,2,1,1,2,3,4,3,1,2,1,1,2,9,1,0.9,0
243,177,2,0,1,0,1,0,0.098,0,45,0,-0.3716,0,-0.3716,0,-0.6954,-0.1681,-0.5554,0,2,2,1,2,2,2,1,1,2,3,4,3,1,2,0,0,0,0,0,0.9,0
243,177,3,1,1,1,3,6,0.688,12,0,0.5,0.6235,0,0,0.6235,0.6625,0.2051,-0.317,0,2,2,1,2,2,2,1,1,2,3,4,3,1,2,0,0,0,0,0,0.4,0
245,178,1,0,1,0,1,0,-0.842,20,0,0,999,999,0,0,-1.1032,-2.5884,-1.9852,0.5,2,1,6,1,1,1,5,3,2,5,0,1,5,2,1,1,2,-9,3,-1.1,27
245,178,2,0,1,0,2,0,-0.221,0,15,0,999,0,999,0,-2.1075,0.1929,-0.0961,0,2,1,6,1,1,1,5,3,2,5,0,1,5,2,0,0,0,0,0,0.8,27
245,178,3,1,1,1,3,10,0.808,5,0,1,999,0,0,999,1.1797,0.563,-0.9716,0,2,1,6,1,1,1,5,3,2,5,0,1,5,2,0,0,0,0,0,-0.2,27
247,179,1,0,1,0,2,1,0.346,12,0,0,0.1084,0.1084,0,0,0.0629,-0.7544,1.2514,3,1,6,6,1,1,1,5,3,7,5,5,5,4,2,1,1,2,10,1,0.7,0
247,179,2,0,1,0,1,0,0.105,0,30,0,-0.5358,0,-0.5358,0,-1.1771,0.6275,-0.1807,0,1,6,6,1,1,1,5,3,7,5,5,5,4,2,0,0,0,0,0,1.4,0
247,179,3,1,1,1,3,16,0.82,7,0,0.6,1.4246,0,0,1.4246,1.0609,0.4302,-0.3522,0,1,6,6,1,1,1,5,3,7,5,5,5,4,2,0,0,0,0,0,-0.7,0
248,180,1,0,1,0,1,0,0.479,10,0,0,-0.9767,-0.9767,0,0,0.6109,-0.2613,-0.5177,1.5,2,4,4,2,1,1,3,2,6,3,2,5,1,4,1,0,1,10,1,0.5,0
248,180,2,0,1,1,3,9,0.397,0,10,0,1.4899,0,1.4899,0,0.42,-0.2531,-0.5843,0,2,4,4,2,1,1,3,2,6,3,2,5,1,4,0,0,0,0,0,0.5,0
248,180,3,1,1,0,2,9,0.004,5,0,1,-2.1116,0,0,-2.1116,-0.3071,-0.3501,-1.0511,0,2,4,4,2,1,1,3,2,6,3,2,5,1,4,0,0,0,0,0,-0.6,0
249,181,1,0,1,0,2,0,0.4,15,0,0,-0.2476,-0.2476,0,0,-0.2162,-0.2993,0.5305,0.5,1,4,2,1,1,1,2,1,7,2,1,5,2,4,0,0,0,10,1,0.9,0
249,181,2,0,1,0,1,0,0.436,0,25,0,0.2581,0,0.2581,0,-0.4739,0.6265,0.7031,0,1,4,2,1,1,1,2,1,7,2,1,5,2,4,0,0,0,0,0,0.9,0
249,181,3,1,1,1,3,17,1.305,10,0,0.5,1.2895,0,0,1.2895,1.5324,1.6079,-0.365,0,1,4,2,1,1,1,2,1,7,2,1,5,2,4,0,0,0,0,0,-1.1,0
250,182,1,0,1,0,1,0,-1.2,7,0,0,-1.5181,-1.5181,0,0,-1.0386,-1.1172,-1.3563,-9,1,1,2,2,1,2,4,2,7,2,4,6,1,2,0,0,0,10,3,0.6,0
250,182,2,0,1,0,2,16,0.6,0,7,0,0.6737,0,0.6737,0,-0.8587,0.2402,-1.0487,0,1,1,2,2,1,2,4,2,7,2,4,6,1,2,0,0,0,0,0,0.6,0
250,182,3,1,1,1,3,25,0.6,7,0,1,0.2337,0,0,0.2337,0.8271,-0.0743,-0.8005,0,1,1,2,2,1,2,4,2,7,2,4,6,1,2,0,0,0,0,0,-1.2,0
251,183,1,0,1,0,2,1,-0.034,15,0,0,0.7689,0.7689,0,0,-0.4643,-0.9231,1.1218,0.5,2,5,2,2,1,1,2,1,7,2,1,3,3,3,1,1,2,10,2,0.7,0
251,183,2,0,1,0,1,1,0.216,0,30,0,0.6554,0,0.6554,0,-0.9121,0.7469,0.1229,0,2,5,2,2,1,1,2,1,7,2,1,3,3,3,0,0,0,0,0,1.3,0
251,183,3,1,1,1,3,10,0.472,10,0,0.5,0.0948,0,0,0.0948,0.3486,0.2504,0.0955,0,2,5,2,2,1,1,2,1,7,2,1,3,3,3,0,0,0,0,0,-0.6,0
252,184,1,0,1,0,2,3,0.86,15,0,0,1.2762,1.2762,0,0,0.9709,0.7397,0.0139,0.5,1,5,3,2,1,1,4,1,6,5,3,5,1,2,0,1,1,10,1,1.6,0
252,184,2,0,1,0,1,1,0.36,0,30,0,0.3129,0,0.3129,0,-0.6438,1.028,-0.165,0,1,5,3,2,1,1,4,1,6,5,3,5,1,2,0,0,0,0,0,1.6,0
252,184,3,1,1,1,3,10,0.611,6,0,0.5,-0.1917,0,0,-0.1917,0.7192,0.2902,-0.812,0,1,5,3,2,1,1,4,1,6,5,3,5,1,2,0,0,0,0,0,-0.9,0
254,185,1,0,1,0,2,0,-0.255,45,0,0,999,999,0,0,-0.4764,-1.6763,-0.8866,-9,2,1,6,2,1,1,2,1,3,5,2,1,3,4,9,9,9,10,0,-0.1,27
254,185,2,0,1,0,1,0,-0.435,0,120,0,999,0,999,0,-2.0801,-0.2907,-0.5142,0,2,1,6,2,1,1,2,1,3,5,2,1,3,4,0,0,0,0,0,0.6,27
254,185,3,1,1,1,3,16,0.529,10,0,0.5,999,0,0,999,-0.0032,0.9692,-0.33,0,2,1,6,2,1,1,2,1,3,5,2,1,3,4,0,0,0,0,0,-1.6,27
255,186,1,1,1,1,3,1,0.355,20,0,0,1.0002,1.0002,0,0,1.1362,-1.4609,0.5092,1.5,2,4,5,1,1,1,4,2,4,3,1,4,3,4,1,1,2,8,1,0.8,0
255,186,2,0,1,0,1,0,-0.515,0,60,0,-1.5394,0,-1.5394,0,-1.61,-0.8617,-0.4489,0,2,4,5,1,1,1,4,2,4,3,1,4,3,4,0,0,0,0,0,0.8,0
255,186,3,0,1,0,2,13,0.599,15,0,0.7,-0.7208,0,0,-0.7208,0.899,-0.0686,0.0274,0,2,4,5,1,1,1,4,2,4,3,1,4,3,4,0,0,0,0,0,-1,0
256,187,1,0,1,0,2,0,-0.413,20,0,0,-0.3738,-0.3738,0,0,-0.3113,-2.4063,-0.1757,6,2,1,2,2,1,1,2,1,4,2,4,1,3,2,0,0,0,8,3,-1,0
256,187,2,0,1,0,1,0,-0.283,0,52,0,-0.858,0,-0.858,0,-2.1736,0.0956,0.3651,0,2,1,2,2,1,1,2,1,4,2,4,1,3,2,0,0,0,0,0,1,0
256,187,3,1,1,1,3,10,0.551,12,0,0.5,-0.5343,0,0,-0.5343,0.6414,0.1068,-0.1702,0,2,1,2,2,1,1,2,1,4,2,4,1,3,2,0,0,0,0,0,-1,0
257,188,1,0,1,0,1,0,-0.152,30,0,0,-0.509,-0.509,0,0,-0.4822,-1.407,0.3432,0.5,2,4,3,2,1,2,1,1,6,2,1,3,3,3,0,0,0,5,2,-0.7,0
257,188,2,0,1,0,2,0,0.392,0,45,0,0.9325,0,0.9325,0,-0.6364,1.1407,-0.1259,0,2,4,3,2,1,2,1,1,6,2,1,3,3,3,0,0,0,0,0,1.5,0
257,188,3,1,1,1,3,4,0.827,10,0,1,-0.6577,0,0,-0.6577,0.7312,0.9852,-0.1666,0,2,4,3,2,1,2,1,1,6,2,1,3,3,3,0,0,0,0,0,-0.7,0
258,189,1,0,1,0,2,6,-0.067,30,0,0,999,999,0,0,-1.0295,-0.4612,0.9254,1.5,1,1,6,1,1,1,2,1,3,2,5,2,2,1,1,1,2,5,1,-1.2,12
258,189,2,0,1,0,1,0,-0.342,0,45,0,999,0,999,0,-2.0353,0.7355,-0.5935,0,1,1,6,1,1,1,2,1,3,2,5,2,2,1,0,0,0,0,0,1.1,12
258,189,3,1,1,1,3,11,0.751,15,0,0.5,999,0,0,999,0.7288,0.9643,-0.4369,0,1,1,6,1,1,1,2,1,3,2,5,2,2,1,0,0,0,0,0,-1.2,12
259,190,1,0,1,0,2,0,0.7,35,0,0,-0.5653,-0.5653,0,0,0.0279,-0.7531,0.0601,1.5,1,5,3,1,1,1,4,2,5,5,1,5,2,2,0,1,1,10,1,0.7,0
259,190,2,0,1,0,1,0,0.7,0,60,0,-0.0992,0,-0.0992,0,-1.0009,-0.4067,-0.088,0,1,5,3,1,1,1,4,2,5,5,1,5,2,2,0,0,0,0,0,0.7,0
259,190,3,1,1,1,3,10,-0.4,10,0,1,1.2689,0,0,1.2689,0.6374,0.1222,-0.1275,0,1,5,3,1,1,1,4,2,5,5,1,5,2,2,0,0,0,0,0,-0.4,0
260,191,1,0,1,0,2,3,0.584,5,0,0,999,999,0,0,0.8144,-0.4292,1.1703,0.5,2,6,6,1,2,2,0,0,2,5,5,1,4,5,1,0,1,10,1,-1.8,17
260,191,2,1,1,1,3,29,0.475,0,10,0,999,0,999,0,0.0129,0.7179,0.2643,0,2,6,6,1,2,2,0,0,2,5,5,1,4,5,0,0,0,0,0,1,17
260,191,3,0,1,0,1,0,0.476,-9,0,0,999,0,0,999,1.1654,-0.7735,-0.9915,0,2,6,6,1,2,2,0,0,2,5,5,1,4,5,0,0,0,0,0,-0.8,17
261,192,1,0,1,0,1,0,-0.237,30,0,0,1.0261,1.0261,0,0,-1.027,-1.0248,0.243,1.5,2,1,2,2,1,2,2,1,4,2,2,1,3,4,0,0,0,5,1,-1,0
261,192,2,0,1,0,2,8,0.731,0,15,0,0.6925,0,0.6925,0,0.2081,0.9495,0.3002,0,2,1,2,2,1,2,2,1,4,2,2,1,3,4,0,0,0,0,0,1.9,0
261,192,3,1,1,1,3,20,0.708,10,0,1,0.5539,0,0,0.5539,0.8197,0.8103,-0.9387,0,2,1,2,2,1,2,2,1,4,2,2,1,3,4,0,0,0,0,0,-2,0
262,193,1,0,1,0,2,0,0.418,15,0,0,-0.3972,-0.3972,0,0,-0.1117,-0.4739,1.409,0.5,1,4,2,2,1,2,1,1,6,3,1,3,2,2,0,0,0,9,1,1.2,0
262,193,2,0,1,0,1,3,0.018,0,20,0,-0.2418,0,-0.2418,0,-1.6407,0.7646,1.2327,0,1,4,2,2,1,2,1,1,6,3,1,3,2,2,0,0,0,0,0,1.2,0
262,193,3,1,1,1,3,32,1.324,5,0,1,-0.7034,0,0,-0.7034,1.496,1.3678,0.6821,0,1,4,2,2,1,2,1,1,6,3,1,3,2,2,0,0,0,0,0,1.2,0
263,194,1,0,1,0,1,0,0.088,-9,0,0,-0.2503,-0.2503,0,0,0.1209,-1.4926,0.0787,1.5,2,3,2,1,1,1,2,1,6,2,1,4,0,0,0,0,0,9,1,0.7,0
263,194,2,0,1,0,2,0,0.465,0,25,0,-0.2509,0,-0.2509,0,-0.2241,0.5,0.4507,0,2,3,2,1,1,1,2,1,6,2,1,4,0,0,0,0,0,0,0,1.4,0
263,194,3,1,1,1,3,42,0.94,5,0,0.5,-0.6709,0,0,-0.6709,1.1038,0.7678,-0.2167,0,2,3,2,1,1,1,2,1,6,2,1,4,0,0,0,0,0,0,0,0.7,0
265,195,1,0,1,0,2,1,-0.029,30,0,0,-0.1096,-0.1096,0,0,-0.6197,-1.573,1.4893,1.5,2,1,4,1,1,2,2,2,6,5,1,6,4,3,0,0,0,10,1,1,0
265,195,2,0,1,0,1,0,-0.261,0,45,0,-0.4903,0,-0.4903,0,-1.9986,1.1192,-1.1504,0,2,1,4,1,1,2,2,2,6,5,1,6,4,3,0,0,0,0,0,1,0
265,195,3,1,1,1,3,26,1.08,10,0,1,-0.0527,0,0,-0.0527,1.3585,0.4728,0.4339,0,2,1,4,1,1,2,2,2,6,5,1,6,4,3,0,0,0,0,0,-0.1,0
266,196,1,0,1,0,1,0,-0.33,37,0,0,-1.1127,-1.1127,0,0,-0.6609,-1.2012,0.0175,0.5,2,2,2,2,1,1,2,1,7,5,1,5,2,2,0,0,0,9,1,-0.5,0
266,196,2,0,1,1,3,3,0.702,0,20,0,1.3797,0,1.3797,0,0.431,0.4725,-0.052,0,2,2,2,2,1,1,2,1,7,5,1,5,2,2,0,0,0,0,0,0.9,0
266,196,3,1,1,0,2,41,0.663,10,0,0.5,0.3517,0,0,0.3517,0.7246,0.5514,-0.8122,0,2,2,2,2,1,1,2,1,7,5,1,5,2,2,0,0,0,0,0,-0.5,0
268,197,1,0,0,0,2,0,-0.284,-9,0,0,999,999,0,0,0.5898,-3.0171,0.0373,3,2,1,6,2,2,2,2,0,7,5,3,2,3,5,1,1,2,10,1,-1,12
268,197,2,0,0,0,1,0,-0.08,0,-9,0,999,0,999,0,-1.3183,-0.0863,0.4482,0,2,1,6,2,2,2,2,0,7,5,3,2,3,5,0,0,0,0,0,0.8,12
268,197,3,0,0,1,3,11,0.684,-9,0,0,999,0,0,999,1.1086,-0.2227,0.2456,0,2,1,6,2,2,2,2,0,7,5,3,2,3,5,0,0,0,0,0,-1,12
269,198,1,0,1,0,2,0,0.213,15,0,0,0.7161,0.7161,0,0,0.1217,-1.1449,0.3666,1.5,2,1,2,1,1,1,2,1,7,2,4,1,2,2,0,0,0,10,3,0.7,1
269,198,2,0,1,0,1,0,0.473,0,30,0,0.6057,0,0.6057,0,-0.5765,0.9665,0.1334,0,2,1,2,1,1,1,2,1,7,2,4,1,2,2,0,0,0,0,0,1.4,1
269,198,3,1,1,1,3,3,0.798,5,0,0.5,0.4667,0,0,0.4667,0.7877,0.7398,-0.3393,0,2,1,2,1,1,1,2,1,7,2,4,1,2,2,0,0,0,0,0,-0.6,1
270,199,1,0,1,0,2,1,0.219,30,0,0,0.5364,0.5364,0,0,0.0264,-0.7769,0.6034,3,1,1,4,2,1,1,4,3,3,5,2,0,2,4,0,0,0,10,1,0.8,0
270,199,2,0,1,0,1,0,0.205,0,52,0,-0.4219,0,-0.4219,0,-1.5348,1.1669,0.2616,0,1,1,4,2,1,1,4,3,3,5,2,0,2,4,0,0,0,0,0,1.7,0
270,199,3,1,1,1,3,9,1.062,10,0,0.8,1.3687,0,0,1.3687,0.8534,1.2513,0.7126,0,1,1,4,2,1,1,4,3,3,5,2,0,2,4,0,0,0,0,0,-0.1,0
271,200,1,0,1,0,2,0,-0.354,35,0,0,0.0677,0.0677,0,0,-0.6161,-0.9166,-0.7257,0.5,2,5,3,2,1,1,5,2,6,5,3,4,3,4,1,1,2,8,1,-0.8,0
271,200,2,0,1,0,1,0,-0.268,0,120,0,-0.5818,0,-0.5818,0,-1.1559,-0.1595,-1.1834,0,2,5,3,2,1,1,5,2,6,5,3,4,3,4,0,0,0,0,0,1.1,0
271,200,3,1,1,1,3,17,0.689,10,0,1,-0.2474,0,0,-0.2474,0.9648,0.4771,-1.8325,0,2,5,3,2,1,1,5,2,6,5,3,4,3,4,0,0,0,0,0,-1.4,0
272,201,1,0,1,0,2,1,0.096,35,0,0,0.4392,0.4392,0,0,-0.2138,-0.8138,-0.3309,0.5,1,1,4,1,1,1,5,2,7,5,1,5,1,4,1,1,2,10,1,0.4,0
272,201,2,0,1,0,1,0,0.056,0,60,0,-1.9312,0,-1.9312,0,-0.8214,-0.3231,-0.2588,0,1,1,4,1,1,1,5,2,7,5,1,5,1,4,0,0,0,0,0,0.9,0
272,201,3,1,1,1,3,37,0.644,10,0,1,-0.6539,0,0,-0.6539,0.7156,0.3353,-0.0677,0,1,1,4,1,1,1,5,2,7,5,1,5,1,4,0,0,0,0,0,-0.4,0
273,202,1,0,1,0,2,1,0.297,20,0,0,-0.3599,-0.3599,0,0,0.049,-0.1431,0.6756,0.5,1,1,6,2,1,1,2,1,3,5,5,2,2,2,0,0,0,6,1,-0.1,0
273,202,2,0,1,0,1,0,0.109,0,30,0,-0.5413,0,-0.5413,0,-0.7683,0.1878,-0.8856,0,1,1,6,2,1,1,2,1,3,5,5,2,2,2,0,0,0,0,0,0.5,0
273,202,3,1,1,1,3,11,0.691,10,0,0.5,0.9775,0,0,0.9775,0.7445,0.6151,-0.0792,0,1,1,6,2,1,1,2,1,3,5,5,2,2,2,0,0,0,0,0,-0.1,0
275,203,1,0,1,0,2,0,-0.577,-9,0,0,-0.5419,-0.5419,0,0,-1.1867,-1.6688,-0.3425,1.5,1,5,6,1,1,1,2,0,4,5,0,3,5,4,0,0,0,10,3,-1.4,7
275,203,2,0,1,0,1,0,0.134,0,60,0,-0.1747,0,-0.1747,0,-1.9508,1.2332,1.0558,0,1,5,6,1,1,1,2,0,4,5,0,3,5,4,0,0,0,0,0,1.3,7
275,203,3,1,1,1,3,21,1.118,10,0,0,-0.9257,0,0,-0.9257,1.3839,0.9199,0.74,0,1,5,6,1,1,1,2,0,4,5,0,3,5,4,0,0,0,0,0,1.3,7
276,204,1,0,1,0,2,0,-0.337,40,0,0,-1.2396,-1.2396,0,0,-0.6309,-1.53,0.6333,3,2,5,6,1,1,1,3,1,7,5,1,5,3,4,0,0,0,10,1,0.8,0
276,204,2,0,1,0,1,0,-0.077,0,50,0,-1.8478,0,-1.8478,0,-1.5936,0.3129,-0.2683,0,2,5,6,1,1,1,3,1,7,5,1,5,3,4,0,0,0,0,0,0.8,0
276,204,3,1,1,1,3,27,1.192,10,0,0.3,0.0032,0,0,0.0032,1.5091,0.7786,-1.1346,0,2,5,6,1,1,1,3,1,7,5,1,5,3,4,0,0,0,0,0,0.8,0
277,205,1,0,1,0,1,0,0.292,-9,0,0,0.5795,0.5795,0,0,-0.2147,-0.6312,0.8767,1.5,1,1,2,2,1,1,3,1,4,2,3,2,2,1,0,0,0,-9,1,1,0
277,205,2,0,1,1,3,1,0.545,0,30,0,0.5285,0,0.5285,0,-0.9731,1.7439,0.3978,0,1,1,2,2,1,1,3,1,4,2,3,2,2,1,0,0,0,0,0,1,0
277,205,3,1,1,0,2,6,0.549,10,0,0.5,0.6672,0,0,0.6672,0.8565,0.514,-1.0351,0,1,1,2,2,1,1,3,1,4,2,3,2,2,1,0,0,0,0,0,-1,0
278,206,1,0,1,0,2,1,0.357,20,0,0,0.295,0.295,0,0,0.5512,-0.7973,0.8337,1.5,1,4,2,1,1,2,1,1,5,5,1,5,3,2,0,0,0,9,1,0.8,0
278,206,2,0,1,0,1,1,0.591,0,25,0,-0.6831,0,-0.6831,0,-0.1468,0.7494,0.9627,0,1,4,2,1,1,2,1,1,5,5,1,5,3,2,0,0,0,0,0,1.7,0
278,206,3,1,1,1,3,29,0.804,8,0,1,0.5731,0,0,0.5731,1.183,0.5383,-1.0922,0,1,4,2,1,1,2,1,1,5,5,1,5,3,2,0,0,0,0,0,-0.1,0
279,207,1,1,1,1,3,14,0.392,15,0,0,0.5867,0.5867,0,0,0.6297,-0.4868,0.3068,0.5,2,1,4,2,2,1,2,1,4,5,1,0,2,2,0,1,1,10,1,0.8,7
279,207,2,0,1,0,1,28,0.297,0,60,0,-0.3125,0,-0.3125,0,-1.1618,0.9964,-0.1702,0,2,1,4,2,2,1,2,1,4,5,1,0,2,2,0,0,0,0,0,1.6,7
279,207,3,0,1,0,2,23,0.246,10,0,1,-0.4829,0,0,-0.4829,1.1451,-0.8794,-0.8025,0,2,1,4,2,2,1,2,1,4,5,1,0,2,2,0,0,0,0,0,-1.6,7
280,208,1,0,1,0,1,0,0.526,4,0,0,-0.2296,-0.2296,0,0,0.6342,-0.4065,0.1835,3,2,3,4,1,1,1,4,1,7,2,1,5,1,3,0,0,0,10,1,0.8,0
280,208,2,1,1,1,3,9,0.891,0,5,0,1.6294,0,1.6294,0,0.6307,0.9004,0.3776,0,2,3,4,1,1,1,4,1,7,2,1,5,1,3,0,0,0,0,0,1.5,0
280,208,3,0,1,0,2,4,0.544,3,0,0.5,-0.0014,0,0,-0.0014,0.7191,0.153,-0.5925,0,2,3,4,1,1,1,4,1,7,2,1,5,1,3,0,0,0,0,0,0.1,0
281,209,1,0,1,0,2,3,0.377,10,0,0,0.9578,0.9578,0,0,0.3586,-1.3013,1.2373,0.5,2,4,2,2,1,2,2,0,4,2,4,1,2,4,1,1,2,9,1,1,0
281,209,2,1,1,1,3,15,0.818,0,10,0,1.4912,0,1.4912,0,0.2219,0.9797,0.6573,0,2,4,2,2,1,2,2,0,4,2,4,1,2,4,0,0,0,0,0,2,0
281,209,3,0,1,0,1,3,0.556,6,0,0,-1.0654,0,0,-1.0654,0.9387,-0.3311,-0.0004,0,2,4,2,2,1,2,2,0,4,2,4,1,2,4,0,0,0,0,0,-0.9,0
282,210,1,0,1,0,2,0,0.122,20,0,0,999,999,0,0,-0.0377,-0.8065,-0.3224,1.5,1,1,6,2,2,2,0,0,4,5,3,2,0,1,0,1,1,10,1,0.9,12
282,210,2,0,1,0,1,0,0.212,0,-9,0,999,0,999,0,-1.4118,0.694,0.9272,0,1,1,6,2,2,2,0,0,4,5,3,2,0,1,0,0,0,0,0,0.9,12
282,210,3,1,1,1,3,1,0.586,15,0,0,999,0,0,999,0.4136,0.084,0.5856,0,1,1,6,2,2,2,0,0,4,5,3,2,0,1,0,0,0,0,0,-1.3,12
283,211,1,0,1,0,2,5,0.559,20,0,0,-0.6584,-0.6584,0,0,0.284,1.2415,-1.832,0.5,1,1,4,2,1,1,5,3,3,5,3,2,3,2,1,1,2,8,1,1.2,0
283,211,2,0,1,0,1,0,0.122,0,30,0,-0.8813,0,-0.8813,0,-1.1704,0.9047,-0.6888,0,1,1,4,2,1,1,5,3,3,5,3,2,3,2,0,0,0,0,0,1.2,0
283,211,3,1,1,1,3,14,0.822,8,0,0.5,1.427,0,0,1.427,1.0103,1.0396,-0.7909,0,1,1,4,2,1,1,5,3,3,5,3,2,3,2,0,0,0,0,0,-1.6,0
286,212,1,0,1,0,2,6,0.604,-9,0,0,0.7544,0.7544,0,0,0.2586,0.353,0.5913,3,1,1,6,2,1,2,1,0,4,2,3,3,2,4,0,0,0,10,1,0.9,0
286,212,2,1,1,1,3,24,1.029,0,6,0,1.6079,0,1.6079,0,1.193,0.8624,0.7634,0,1,1,6,2,1,2,1,0,4,2,3,3,2,4,0,0,0,0,0,1.8,0
286,212,3,0,1,0,1,1,0.486,4,0,0,-0.1297,0,0,-0.1297,0.4091,-0.5533,0.1397,0,1,1,6,2,1,2,1,0,4,2,3,3,2,4,0,0,0,0,0,-0.9,0
288,213,1,0,1,0,2,1,0.711,45,0,0,1.0195,1.0195,0,0,0.6454,-0.3056,1.1733,3,1,4,5,2,1,1,3,1,5,5,3,6,2,3,0,1,1,10,1,0.9,0
288,213,2,0,1,0,1,0,0.099,0,65,0,0.0577,0,0.0577,0,-1.4487,0.2505,0.6876,0,1,4,5,2,1,1,3,1,5,5,3,6,2,3,0,0,0,0,0,0.9,0
288,213,3,1,1,1,3,6,0.758,15,0,0.3,0.541,0,0,0.541,0.6388,0.6883,-0.0618,0,1,4,5,2,1,1,3,1,5,5,3,6,2,3,0,0,0,0,0,-0.6,0
290,214,1,0,1,0,1,8,0.062,30,0,0,0.4297,0.4297,0,0,0.0179,-1.3855,0.7176,3,1,1,2,2,1,2,1,0,7,2,4,1,3,4,0,1,1,10,1,0.5,0
290,214,2,1,1,1,3,23,0.437,0,10,0,1.1223,0,1.1223,0,-0.016,0.2402,-0.1821,0,1,1,2,2,1,2,1,0,7,2,4,1,3,4,0,0,0,0,0,1.1,0
290,214,3,0,1,0,2,12,0.382,5,0,0,0.726,0,0,0.726,0.6282,-0.139,-0.1401,0,1,1,2,2,1,2,1,0,7,2,4,1,3,4,0,0,0,0,0,-0.5,0
291,215,1,0,1,0,1,0,-0.105,17,0,0,-0.2285,-0.2285,0,0,-0.2972,-0.853,0.1215,3,2,1,2,1,1,2,1,0,6,2,4,1,3,4,0,0,0,9,3,-1.2,0
291,215,2,1,1,0,2,6,0.77,0,18,0,-0.5496,0,-0.5496,0,-1.1088,1.9716,1.1742,0,2,1,2,1,1,2,1,0,6,2,4,1,3,4,0,0,0,0,0,2.6,0
